cluster	entry_ID
4870_0	15936_0
4870_0	15975_0
4871_0	4871_0
4878_0	4878_0
4879_0	4879_0
4879_0	16270_0
4879_0	19624_0
4879_0	19826_0
4879_0	34379_0
4896_0	4896_0
4898_0	4898_0
4898_0	4579_0
4901_0	4901_0
4901_0	11578_1
4901_0	11594_1
4901_0	36013_1
4901_0	36101_1
4908_0	4908_0
4908_0	11102_0
4911_0	4911_0
4911_0	4305_0
4911_0	4912_0
4911_0	4931_0
4911_0	6096_0
4911_0	15076_0
4911_0	15077_0
4911_0	15078_0
4911_0	15953_0
4911_0	16847_0
4911_0	17692_0
4915_0	4915_0
4918_0	4918_0
4933_0	4933_0
4933_0	4930_0
4935_0	4935_0
4956_0	4956_0
4958_0	4958_0
4959_0	4959_0
4961_0	4961_0
4961_0	4558_0
4965_0	4965_0
4973_0	4973_0
4974_0	4974_0
4974_0	51230_0
4974_0	51234_0
4974_0	51235_0
4974_0	51236_0
4974_0	51230
4974_0	4926_0
4977_0	4977_0
4978_0	4978_0
4984_0	4984_0
4996_0	4996_0
4998_0	4998_0
4999_0	4999_0
5009_0	5009_0
5009_0	5008_0
5012_0	5012_0
5022_0	5022_0
5040_0	5040_0
5047_0	5047_0
5051_0	5051_0
5059_0	5059_0
5060_0	5060_0
5062_0	5062_0
5070_0	5070_0
5077_0	5077_0
5081_0	5081_0
5081_0	4309_0
5084_0	5084_0
5084_0	5085_0
5093_0	5093_0
5094_0	5094_0
5104_0	5104_0
5105_0	5105_0
5107_0	5107_0
5129_0	5129_0
5145_0	5145_0
5145_0	4938_0
5147_0	5147_0
5161_0	5161_0
5162_0	5162_0
5165_0	5165_0
5177_0	5177_0
5177_0	6004_0
5177_0	30877_0
5186_0	5186_0
5186_0	5185_0
5190_0	5190_0
5191_0	5191_0
5194_0	5194_0
5194_0	17838_0
5199_0	5199_0
5200_0	5200_0
5202_0	5202_0
5203_0	5203_0
5204_0	5204_0
5228_1	6874_0
5232_0	5232_0
5238_0	5238_0
5249_0	5249_0
5249_0	5260_0
5249_0	5271_0
5261_0	5261_0
5262_0	5262_0
5263_0	5263_0
5267_0	5267_0
5269_0	5269_0
5272_0	5272_0
5272_0	6880_0
5272_0	6881_0
5275_0	5275_0
5294_0	5294_0
5300_0	5300_0
5304_0	5304_0
5306_0	5306_0
5306_0	5327_0
5306_1	5306_1
5306_1	5327_1
5306_1	5788_1
5306_1	5987_1
5306_1	6268_0
5306_1	16014_0
5306_1	18650_0
5306_1	50865_0
5306_1	50867_0
5308_0	5308_0
5309_0	5309_0
5312_0	5312_0
5313_0	5313_0
5315_0	5315_0
5315_0	5389_0
5316_0	5316_0
5323_0	5323_0
5334_0	5334_0
5334_0	4649_0
5335_0	5335_0
5345_0	5345_0
5345_0	4813_0
5345_0	5791_0
5345_0	7354_1
5347_0	5347_0
5347_0	4093_0
5347_0	4097_0
5347_0	5931_0
5347_0	26718_0
5347_0	27825_0
5347_0	27826_0
5350_0	5350_0
5352_0	5352_0
5355_0	5355_0
5355_0	27858_0
5363_0	5363_0
5363_0	4033_0
5363_0	4034_0
5366_0	5366_0
5374_0	5374_0
5382_0	5382_0
5386_0	5386_0
5386_0	5975_0
5386_0	17103_0
5386_0	19789_0
5386_0	25495_0
5386_0	25797_0
5391_0	5391_0
5393_0	5393_0
5397_1	5397_1
5408_0	5408_0
5465_0	5465_0
5465_0	5951_0
5465_0	6158_0
5468_0	5468_0
5482_0	5482_0
5483_0	5483_0
5485_0	5485_0
5498_1	5498_1
5508_0	5508_0
5508_0	5507_0
5508_0	5509_0
5508_0	5510_0
5508_0	25986_0
5508_0	25987_0
5508_0	27515_0
5513_0	5513_0
5513_0	7307_0
5513_0	7308_0
5521_1	5521_1
5521_1	5520_1
5522_0	5522_0
5522_0	11311_0
5522_0	18466_0
5522_0	18467_0
5522_0	25425_0
5524_0	5524_0
5539_0	5539_0
5545_0	5545_0
5547_0	5547_0
5558_0	5558_0
5568_0	5568_0
5573_0	5573_0
5573_0	5572_0
5577_0	5577_0
5577_0	5576_0
5589_0	5589_0
5592_0	5592_0
5593_0	5593_0
5595_0	5595_0
5596_0	5596_0
5597_0	5597_0
5597_0	5172_0
5601_2	5601_2
5601_2	5601_1
5602_0	5602_0
5603_0	5603_0
5605_0	5605_0
5615_0	5615_0
5616_0	5616_0
5623_0	5623_0
5626_0	5626_0
5628_0	5628_0
5650_0	5650_0
5657_0	5657_0
5662_0	5662_0
5662_0	5663_0
5668_0	5668_0
5668_0	5398_0
5669_0	5669_0
5682_0	5682_0
5685_1	5685_1
5685_1	16296_0
5688_0	5688_0
5695_0	5695_0
5700_0	5700_0
5700_0	11012_0
5700_0	26551_0
5701_0	5701_0
5704_0	5704_0
5721_0	5721_0
5743_0	5743_0
5750_0	5750_0
5753_0	5753_0
5758_0	5758_0
5763_0	5763_0
5771_0	5771_0
5779_0	5779_0
5788_0	5788_0
5794_0	5794_0
5797_0	5797_0
5799_0	5799_0
5800_0	5800_0
5802_0	5802_0
5805_0	5805_0
5807_0	5807_0
5817_0	5817_0
5827_0	5827_0
5827_0	5828_0
5827_0	5829_0
5827_0	5830_0
5827_0	17847_0
5827_0	17848_0
5827_0	25418_0
5827_0	25420_0
5827_0	25422_0
5827_0	25907_0
5827_0	25908_0
5827_0	26578_0
5827_0	26973_0
5827_0	27254_0
5827_0	27556_0
5833_0	5833_0
5836_0	5836_0
5845_0	5845_0
5853_0	5853_0
5860_0	5860_0
5868_0	5868_0
5871_0	5871_0
5874_0	5874_0
5878_0	5878_0
5879_0	5879_0
5880_0	5880_0
5884_0	5884_0
5885_0	5885_0
5892_0	5892_0
5894_0	5894_0
5901_0	5901_0
5904_0	5904_0
5920_0	5920_0
5929_0	5929_0
5930_0	5930_0
5936_0	5936_0
5943_0	5943_0
5950_0	5950_0
5970_0	5970_0
5974_0	5974_0
5977_0	5977_0
5983_0	5983_0
5987_0	5987_0
6003_0	6003_0
6005_0	6005_0
6008_0	6008_0
6008_0	6007_0
6010_0	6010_0
6010_0	6324_0
6012_0	6012_0
6014_0	6014_0
6019_0	6019_0
6019_0	5226_0
6030_0	6030_0
6030_0	6029_0
6031_0	6031_0
6032_0	6032_0
6032_0	6071_0
6032_0	6283_0
6033_0	6033_0
6033_0	10134_0
6033_0	10135_0
6033_0	25389_0
6033_0	25390_0
6034_0	6034_0
6035_0	6035_0
6043_0	6043_0
6045_0	6045_0
6047_0	6047_0
6051_0	6051_0
6052_0	6052_0
6053_0	6053_0
6058_0	6058_0
6061_0	6061_0
6069_0	6069_0
6093_0	6093_0
6093_0	5903_0
6098_0	6098_0
6099_0	6099_0
6110_0	4910_0
6111_0	6111_0
6117_0	6117_0
6125_0	6125_0
10316_0	10316_0
10324_0	10324_0
10324_0	10142_0
10336_0	10336_0
11013_0	11013_0
11019_0	17067_1
11024_0	15378_0
11028_0	11028_0
11028_0	11064_0
11028_0	26913_0
11029_0	11029_0
11030_0	11030_0
11036_0	11036_0
11041_0	11041_0
11051_0	11051_0
11051_0	4831_0
11051_0	7135_0
11051_0	7136_0
11051_0	11052_0
11051_0	11459_0
11051_0	11460_0
11051_0	11461_0
11051_0	11462_0
11051_0	15198_0
11051_0	18365_0
11051_0	18366_0
11051_0	18367_0
11051_0	18368_0
11051_0	18369_0
11051_0	18370_0
11051_0	LYSZ
11054_0	11054_0
11057_0	11057_0
11060_0	11060_0
11080_0	11080_0
11080_0	18864_0
11080_0	11080
11083_0	11083_0
11093_0	11093_0
11096_0	11096_0
10216_0	10216_0
10216_0	10185_0
10220_0	10220_0
10251_0	10251_0
10257_0	10257_0
10265_0	10265_0
10274_0	10274_0
10290_0	10290_0
10293_0	10293_0
10108_0	10108_0
10109_0	10109_0
10110_0	10110_0
10113_0	10113_0
10121_0	10121_0
10137_0	10137_0
10137_0	11062_0
10137_0	16874_0
10137_0	18473_0
10137_0	51128_0
10140_0	10140_0
10140_0	10139_0
10144_0	10144_0
10144_0	10145_0
10159_0	10159_0
50196_0	50196_0
50203_0	50203_0
50204_0	50204_0
50210_0	50210_0
50214_0	50214_0
50231_0	50231_0
50235_0	50235_0
50238_0	50238_0
50250_0	50250_0
50253_0	50253_0
50253_0	19114_0
50256_0	50256_0
50261_0	50261_0
50261_0	50241_0
50269_0	50269_0
50270_0	50270_0
50314_0	50314_0
50326_0	50326_0
50328_0	50328_0
50328_0	50360_0
50329_0	50329_0
50361_0	50361_0
50362_0	50362_0
50362_0	34344_0
50371_0	50371_0
50391_0	50391_0
50391_0	34534_0
50392_0	50392_0
50401_0	50401_0
50404_0	50404_0
50411_0	50411_0
50411_0	4136_0
50425_0	50425_0
50427_0	50427_0
50443_0	50443_0
50443_0	36426_0
50446_0	50446_0
50454_0	50454_0
50454_0	50455_0
50454_0	50456_0
50454_0	50457_0
50454_0	50458_0
50454_0	50459_0
50454_0	50460_0
50454_0	50461_0
50465_0	50465_0
50469_0	50469_0
50470_0	50470_0
50477_0	50477_0
50478_0	50478_0
50507_0	50507_0
50512_0	50512_0
50516_0	50516_0
50516_0	15618_0
50516_0	15469_0
50517_0	50517_0
50518_0	50518_0
50524_0	50524_0
50524_0	28061_0
50526_1	50526_1
50540_0	50540_0
50540_1	50540_1
50545_0	50545_0
50545_0	27034_0
50548_1	50548_1
50548_1	18165_0
50550_0	50550_0
50550_0	4384_0
50574_0	50574_0
50576_0	50576_0
50576_0	50476_0
50593_0	50593_0
50595_0	50595_0
50612_0	50612_0
50618_0	50618_0
50618_0	50619_0
50618_0	51710_0
50621_0	50621_0
50621_0	50513_0
50621_0	50622_0
50621_0	50725_0
50627_0	50628_0
50680_0	50680_0
50687_0	50687_0
50697_0	50697_0
50697_0	50733_0
50697_0	50735_0
50701_0	50701_0
50711_0	50711_0
50712_0	50712_0
50712_0	34409_0
50734_0	50734_0
50734_0	50745_0
50734_0	50734
50737_0	50737_0
50738_0	50738_0
50740_0	50740_0
50747_0	50747_0
50752_0	50752_0
50766_0	50766_0
50771_0	50771_0
50772_0	50772_0
50776_0	50776_0
50782_0	50782_0
50783_0	50783_0
50784_0	50784_0
50785_0	50785_0
50787_0	50787_0
50793_0	50793_0
50795_0	50795_0
50796_0	50796_0
50797_0	50797_0
50803_0	50803_0
50865_1	50865_1
50865_1	50866_0
50865_1	50867_1
50887_0	50887_0
50888_0	50888_0
50890_0	50890_0
50906_0	50906_0
50906_0	27475_0
50907_0	50907_0
50908_0	50908_0
50909_0	50909_0
50909_0	7280_0
50909_0	5654_0
50909_0	5875_0
50909_0	15283_0
50909_0	15380_0
50909_0	16627_0
50909_0	16873_0
50909_0	17810_0
50909_0	18397_0
50909_0	18531_0
50909_0	25909_0
50909_0	25910_0
50909_0	26630_0
50909_0	26632_0
50909_0	26716_0
50909_0	27030_0
50909_0	27031_0
50909_0	27032_0
50909_0	30088_0
50909_0	30220_0
50909_0	30221_0
50909_0	30222_0
50909_0	30223_0
50909_0	30532_0
50909_0	50910_0
50909_0	5839
50916_0	50916_0
50920_0	50920_0
50940_0	50940_0
50944_0	50944_0
50953_0	50953_0
50961_0	50961_0
50962_0	50962_0
50970_0	50970_0
50970_0	26657_0
50970_0	50393_0
50970_0	50394_0
50970_0	50395_0
50970_0	50396_0
50970_0	50397_0
50970_0	50971_0
50997_0	50997_0
51011_0	51011_0
51016_0	51016_0
51016_0	51015_0
51019_0	51019_0
51019_0	51018_0
51021_0	51021_0
51021_0	27307_0
51029_0	51029_0
51033_0	51033_0
51038_0	51038_0
51054_0	51054_0
51056_0	51056_0
51056_0	51055_0
51059_0	51059_0
51059_0	25224_0
51067_0	51067_0
51068_0	51068_0
51069_0	51069_0
51072_0	51072_0
51078_0	51078_0
51083_0	51083_0
51087_0	51087_0
51090_0	51090_0
51091_0	51091_0
51096_0	51096_0
51102_0	51102_0
51104_0	51104_0
51106_0	51106_0
51111_0	51111_0
51112_0	51112_0
51113_0	51113_0
51114_0	51114_0
51116_0	51116_0
51118_0	51118_0
51118_0	51117_0
51121_0	51121_0
51121_0	5744_0
51121_0	6968_0
51121_0	16342_0
51121_0	16904_0
51121_0	16939_0
51121_0	17648_0
51121_0	17649_0
51121_0	17654_0
51121_0	17910_0
51121_0	18207_0
51121_0	18208_0
51121_0	18232_0
51121_0	18857_0
51121_0	19257_0
51121_0	19337_0
51121_0	19338_0
51121_0	19344_0
51121_0	19345_0
51121_0	19346_0
51121_0	19347_0
51121_0	19348_0
51121_0	19349_0
51121_0	19350_0
51121_0	25227_0
51121_0	25228_0
51121_0	25518_0
51121_0	25535_0
51121_0	26557_0
51121_0	26890_0
51121_0	27074_0
51121_0	27076_0
51121_0	27348_0
51121_0	27586_0
51121_0	27796_0
51121_0	27900_0
51121_0	27901_0
51121_0	28045_0
51121_0	50746_0
51121_0	50852_0
51121_0	50895_0
51121_0	50896_0
51121_0	51120_0
51132_0	51132_0
51135_0	51135_0
51147_0	51147_0
51149_1	19080_1
51172_0	51172_0
51175_0	51175_0
51186_0	51186_0
51198_0	51198_0
51198_0	51200_0
51198_0	51202_0
51201_0	51201_0
51205_0	51205_0
51205_0	51204_0
51205_0	51207_0
51208_0	51208_0
51210_0	51210_0
51210_0	51209_0
51211_0	51211_0
51231_0	51231_0
51237_0	51237_0
51237_0	27498_0
51254_0	51254_0
51255_0	51255_0
51258_0	51258_0
51281_0	51281_0
51282_0	51282_0
51286_0	51286_0
51288_0	51288_0
51297_0	51297_0
51301_0	51301_0
51315_0	51315_0
51316_0	51316_0
51317_0	51317_0
51318_0	51318_0
51324_0	51324_0
51324_0	27473_0
51335_0	51335_0
51335_0	15274_0
51335_0	51334_0
51339_0	51339_0
51339_0	30901_0
51339_0	51338_0
51340_0	51340_0
51351_0	51351_0
51351_0	51356_0
51351_0	51358_0
51353_0	51353_0
51354_0	51354_0
51355_0	51355_0
51359_0	51359_0
51360_0	51360_0
51362_0	51362_0
51376_0	51376_0
51381_0	51381_0
51391_0	51391_0
51391_0	51284_0
51397_0	51397_0
51397_0	51396_0
51404_0	51404_0
51404_0	12032_0
51404_0	16376_0
51404_0	27539_0
51404_0	27541_0
51404_0	51403_0
51406_0	51406_0
51421_0	51421_0
51421_0	51420_0
51427_0	51427_0
51439_0	51439_0
51448_0	51448_0
18779_0	18779_0
18782_0	18782_0
18803_0	18803_0
18806_0	18806_0
18808_0	18808_0
18808_1	18808_1
18808_1	19034_0
18812_0	18812_0
18820_0	18820_0
18823_0	18823_0
18828_0	18828_0
18841_0	18841_0
18842_1	18842_1
18843_0	18843_0
18867_0	18867_0
18867_0	19644_0
18867_0	19645_0
18867_0	19648_0
18867_0	19649_0
18877_0	18877_0
18884_0	18884_0
18884_0	19650_0
18884_0	19651_0
18889_0	18889_0
18895_0	18895_0
18899_0	18899_0
18906_0	18906_0
18912_0	18912_0
18920_0	18920_0
18933_0	18933_0
18933_0	5010_0
18943_0	18943_0
18945_0	18945_0
18947_0	18947_0
18949_0	18949_0
18949_0	7091_0
18951_0	18951_0
18953_0	18953_0
18956_0	18956_0
18961_0	18961_0
18966_0	18966_0
18967_0	18967_0
18980_0	18980_0
18980_0	4781_1
18982_1	18982_1
18990_0	18990_0
18993_0	18993_0
19001_0	19001_0
19007_0	19007_0
19023_0	19023_0
19025_0	19025_0
19025_0	17937_0
19025_0	17938_0
19025_0	19031_0
19025_0	25005_0
19027_0	19027_0
19029_0	19029_0
19037_0	19037_0
19042_0	19042_0
19045_0	19045_0
19055_0	19055_0
19055_0	15225_0
19066_0	19066_0
19066_0	19256_0
19066_0	26541_0
19067_0	19067_0
19078_0	19078_0
19082_0	19082_0
19087_0	19087_0
19106_0	19106_0
19107_0	19107_0
19111_0	19111_0
19135_0	19135_0
19143_0	19143_0
19145_0	19145_0
19145_0	19144_0
19146_0	19146_0
19147_0	19147_0
19148_0	19148_0
19149_0	19149_0
19156_0	19156_0
19160_0	19160_0
19160_0	4098_0
19160_0	15429_0
19160_0	15433_0
19160_0	15434_0
19160_0	17302_0
19160_0	17303_0
19160_0	19188_0
19160_0	19189_0
19160_0	25333_0
19160_0	27129_0
19160_0	27136_0
19160_0	27509_0
19160_0	27510_0
19160_0	30477_0
19160_0	19189
19163_0	19163_0
19163_0	18190_0
19165_0	19165_0
19165_0	27693_0
19165_0	36045_0
19165_0	50437_0
19168_0	19168_0
19171_0	19171_0
19178_0	19178_0
19179_0	19179_0
19191_0	19191_0
19211_0	19211_0
19211_0	5117_0
19211_0	5948_0
19211_0	5949_0
19211_0	17963_0
19211_0	19210_0
19211_0	19212_0
19217_0	19217_0
19221_0	19221_0
19230_0	19230_0
19230_1	19230_1
19234_0	19234_0
19234_0	19233_0
19235_0	19235_0
19244_0	19244_0
19246_0	19246_0
19251_0	19251_0
19253_0	19253_0
19267_0	19267_0
19270_0	19270_0
19282_0	19282_0
19283_0	19283_0
19288_0	19288_0
19312_0	19312_0
19314_0	19314_0
19315_0	19315_0
19317_0	19317_0
19317_0	18124_0
19318_0	19318_0
19321_0	19321_0
19322_0	19322_0
19322_1	19322_1
19329_0	19329_0
19330_0	19330_0
19333_0	19333_0
19335_0	19335_0
19335_0	16803_0
19335_0	17453_0
19335_0	19336_0
19335_0	26991_0
19335_0	34232_1
19335_0	19335
19354_0	19354_0
19357_0	19357_0
19357_0	19358_0
19357_0	27102_0
19357_0	27103_0
19363_0	19363_0
19363_0	19362_0
19364_0	19364_0
19365_0	19365_0
19365_0	26970_0
19365_0	26971_0
19365_0	34036_0
19366_0	19366_0
19366_0	19367_0
19366_0	34172_0
19368_0	19368_0
19370_0	19370_0
19370_0	4581_0
19370_0	6699_0
19370_0	16340_0
19370_0	19369_0
19370_0	19371_0
19370_0	CD9K
19372_0	19372_0
19380_0	19380_0
19390_0	19390_0
19392_0	19392_0
19403_0	19403_0
19404_0	19404_0
19415_0	19415_0
19415_0	18898_0
19419_0	19419_0
19421_0	19421_0
19421_0	5706_0
19421_0	19422_0
19427_0	19427_0
19429_0	19429_0
19429_0	19428_0
19436_0	19436_0
19438_0	19438_0
19442_0	19442_0
19443_0	19443_0
19443_0	4380_0
19444_0	19444_0
19444_0	19439_0
19451_0	19451_0
19453_0	19453_0
19458_0	19458_0
19458_0	6149_0
19460_0	19460_0
19464_0	19464_0
19477_0	19477_0
19478_0	19478_0
19479_0	19479_0
19496_0	19496_0
19510_0	19510_0
19510_0	18018_0
19523_0	19523_0
19526_0	19526_0
19530_0	19530_0
19540_0	19540_0
19542_0	19542_0
19544_0	19544_0
19544_0	15257_1
19544_0	19546_0
19544_0	19547_0
19544_0	19548_0
19544_0	19549_0
19553_0	19553_0
19554_0	19554_0
19563_0	19563_0
19563_0	5981_0
19563_0	19564_0
19563_0	19565_0
19563_0	19566_0
19563_0	19567_0
19569_0	19569_0
19596_0	19596_0
19598_0	19598_0
19604_1	19604_1
19610_0	19610_0
19613_0	19613_0
19615_0	19615_0
19615_0	19616_0
19615_0	19743_0
19615_0	19744_0
19618_0	19618_0
19621_0	19621_0
19626_0	19626_0
19628_0	19628_0
19632_0	19632_0
19633_0	19633_0
19646_0	19646_0
51475_0	51475_0
51478_0	51478_0
51478_0	34717_0
51479_0	51479_0
51483_0	51483_0
51485_0	51485_0
51486_0	51486_0
51488_0	51488_0
51495_0	51495_0
51503_0	51503_0
51503_0	51502_0
51504_0	51504_0
51508_0	51508_0
51508_0	15313_0
51522_0	51522_0
51534_0	51534_0
51565_0	51565_0
51566_0	51566_0
51598_0	51598_0
51603_0	51603_0
51603_0	51604_0
51603_0	51605_0
51624_1	51624_1
51625_0	51625_0
51638_0	51638_0
51649_0	51649_0
51650_0	51650_0
51688_0	51688_0
51689_0	51689_0
51717_0	51717_0
51731_0	51731_0
51756_0	51756_0
51758_0	51758_0
51779_0	51779_0
51779_0	51402_0
51780_0	51780_0
51782_0	51782_0
51786_0	51786_0
51792_0	51792_0
51793_0	51793_0
51812_0	51812_0
51827_0	51827_0
27011	27011
27011	34089_0
28132	28132
28132	28132_0
ACRIIA4	ACRIIA4
ACRIIA4	36085_0
BINASE	BINASE
BINASE	4964_0
IFNAR2	IFNAR2
IFNAR2	5049_0
OMP	OMP
OMP	4735_0
RFAHTD	RFAHTD
MK12	MK12
CDNFCT	CDNFCT
UVRDTD	UVRDTD
MFDTD	MFDTD
MFDTD	50219_0
CDNFSP	CDNFSP
CDNFSP	18269_0
ISDHN2	ISDHN2
6838	6838
6838	6838_0
19830_0	19830_0
19834_0	19834_0
19835_1	19835_1
19835_1	19836_1
19835_1	19837_1
19835_1	27239_0
19841_0	19841_0
19843_0	19843_0
19848_0	19848_0
19851_0	19851_0
19855_0	19855_0
19855_0	19084_0
19860_0	19860_0
19866_0	19866_0
19876_0	19876_0
19885_0	19885_0
19885_0	19083_0
19908_0	19908_0
19908_0	19907_0
19921_0	19921_0
19921_0	5284_0
19921_0	5285_0
19921_0	6134_0
19921_0	7356_0
19921_0	7357_0
19921_0	15082_0
19921_0	19727_0
19941_0	19941_0
19943_0	19943_0
19943_0	17137_0
19943_0	25085_0
19943_0	34009_0
19945_0	19945_0
19949_0	19949_0
19949_0	19948_0
19955_0	19955_0
19957_0	19957_0
19959_0	19959_0
19963_0	19963_0
19966_0	19966_0
19971_0	19971_0
19974_0	19974_0
19974_0	17957_0
19977_0	19977_0
19977_0	19891_0
19977_0	25111_0
19984_0	19984_0
19985_0	19985_0
19988_0	19988_0
19996_0	19996_0
19996_0	25021_0
19996_0	26587_0
19996_0	26588_0
19999_0	19999_0
25002_0	25002_0
25010_0	25010_0
25010_0	25007_0
25024_0	25024_0
25025_0	25025_0
25026_0	25026_0
25028_0	25028_0
25030_0	25030_0
25037_0	25037_0
25043_0	25043_0
25043_0	25040_0
25046_0	25046_0
25046_0	19297_0
25046_0	27854_0
25047_1	25442_1
25060_0	25060_0
25060_0	25059_0
25080_0	25080_0
25094_0	25094_0
25094_0	25093_0
25098_0	25098_0
25102_0	25102_0
25127_0	25127_0
25139_0	25139_0
25148_0	25148_0
25166_0	25166_0
25167_0	25167_0
25167_0	19910_0
25172_0	25172_0
25173_0	25173_0
25175_0	25175_0
25177_0	25177_0
25177_0	4126_0
25182_0	25182_0
25182_0	25183_0
25184_0	25184_0
25184_0	25185_0
25188_0	25188_0
25193_0	25193_0
25194_0	25194_0
25196_0	25196_0
25196_0	15563_0
25197_0	25197_0
25199_0	25199_0
25199_0	4492_0
25210_0	25210_0
25219_0	25219_0
25223_0	25223_0
25230_0	25230_0
25230_0	25229_0
25240_0	25240_0
25242_0	25242_0
25259_0	25259_0
25263_0	25263_0
25264_0	25264_0
25269_0	25269_0
25269_0	16747_0
25276_0	25276_0
25276_0	25275_0
